conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ecde258-d1c6-4d6a-bfa7-ec4c5e4fc700,groene oplossingen voor samenstellingen ontwikkelen,released,skill/competence,occupation-specific,,"Oplossingen voor samenstellingen ontwikkelen waarbij biologische in plaats van synthetische ingrediënten worden ingezet. Het potentieel van plantaardige oliën, vulstoffen en polymeren en hun recente vorderingen evalueren.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,operationele beleidslijnen en procedures ontwikkelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,het gebruik van duurzaam vervoer bevorderen,released,skill/competence,sector-specific,,"Het gebruik van duurzaam vervoer bevorderen om de koolstofvoetafdruk en de geluidsoverlast te verminderen en de veiligheid en efficiëntie van vervoerssystemen te verhogen. De prestaties met betrekking tot het gebruik van duurzaam vervoer bepalen, doelstellingen voor de bevordering van het gebruik van duurzaam vervoer vaststellen en milieuvriendelijke alternatieven voor vervoer voorstellen.
   ",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,duurzaamheid promoten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24,milieuonderzoeken uitvoeren,released,skill/competence,sector-specific,,"Indien nodig een milieuanalyse uitvoeren, de procedures controleren, eventuele rechtsvorderingen of andere soorten klachten controleren.",http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe,forensisch en politie-onderzoek verrichten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4021ae85-8f3d-44e8-ac64-eeebac97f3ce,kennis hebben over wildsoorten,released,knowledge,sector-specific,,"Beschikken over kennis van biologie en ecologie van relevante wildsoorten, waaronder vederwild en herten, en van de visserij.",http://data.europa.eu/esco/isced-f/0511,biologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,na proefboringen de natuurlijke omgeving herstellen,released,skill/competence,occupation-specific,,"Het terrein van het boren terugbrengen tot de natuurlijke toestand, indien er geen boorwerkzaamheden meer zullen plaatsvinden.",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,ontwikkelen van oplossingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,afvalbeheer,released,knowledge,cross-sector,,"Methoden, materialen en voorschriften voor inzameling, vervoer, verwerking en verwijdering van afval. Dit omvat ook recycling en bewaking van de afvalverwijdering.",http://data.europa.eu/esco/isced-f/1021,openbare reinigingsdiensten en sanitaire voorzieningen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a,gevaarlijk afval verwijderen,released,skill/competence,cross-sector,,Verwijderen van gevaarlijke materialen zoals chemische of radioactieve stoffen overeenkomstig de regelgeving op het gebied van milieu en gezondheid.,http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/5e433def-210d-4dfa-bf07-dbf6d04e0eaa | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176,verwerken en verwijderen van gevaarlijke stoffen | afval verwijderen | veiligheidsmaatregelen bij werkpraktijken in acht nemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41168850-6e3f-4fc8-afd5-9337f0c66190,milieu-effecten van aquacultuuractiviteiten beoordelen,released,skill/competence,sector-specific,,"Het milieueffect van de aquacultuuractiviteiten van een bedrijf meten. Rekening houden met factoren zoals de kwaliteit van de habitats van de zee- en oppervlaktewateren, de habitats van vissen en zeeplanten en de risico’s in verband met de kwaliteit van lucht, geur en lawaai.",http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,gevolgen voor het milieu beoordelen | impact van specifieke aquacultuuractiviteit meten | controleren van omgevingsomstandigheden | gevolgen van werkzaamheden voor het milieu beheren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e,duurzaam bosbeheer,released,knowledge,sector-specific,,"Het rentmeesterschap en gebruik van bossen en bosgebieden op een manier en met een snelheid die hun biodiversiteit, productiviteit, regeneratievermogen, vitaliteit en hun vermogen om nu en in de toekomst relevante ecologische, economische en sociale functies te vervullen op lokale, nationale en internationale schaal, in stand houdt en geen schade toebrengt aan andere ecosystemen.
	",http://data.europa.eu/esco/isced-f/0821,bosbouw
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,wereldwijde normen voor duurzaamheidsrapportage,released,knowledge,sector-specific,,"Het wereldwijde, gestandaardiseerde rapportagekader waarmee organisaties hun impact op het milieu, de maatschappij en het bestuur kunnen kwantificeren en erover kunnen communiceren.
	",http://data.europa.eu/esco/isced-f/0412,"financiën, banken en verzekeringen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/442328a8-8a11-4e15-b80c-402a9bd5844d,onderzoek doen over klimaatprocessen,released,skill/competence,cross-sector,onderzoek uitvoeren over klimaatprocessen,Onderzoek verrichten naar de karakteristieke gebeurtenissen die zich in de atmosfeer voordoen tijdens de interactie en de transformatie van verschillende atmosferische componenten en omstandigheden.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,wetenschappelijk of marktonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44493977-83c4-49e0-88b2-28435da57cd0,milieu-impact op de omgeving beperken,released,skill/competence,occupation-specific,milieu-impact op de omgeving verminderen,"Het afval van materialen tot een minimum beperken en afval op de juiste wijze verwijderen. De schade aan planten, kenmerken en omliggende gebieden tot een minimum beperken.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,bedienen van land- of bosbouwmachines
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d,impact van specifieke aquacultuuractiviteit meten,released,skill/competence,sector-specific,invloed van specifieke aquacultuuractiviteit meten,"De biologische en fysisch-chemische effecten van de specifieke aquacultuuractiviteit op het milieu vaststellen en meten. Alle nodige testen uitvoeren, waaronder het verzamelen en verwerken van monsters voor analyse.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,meten van afmetingen en bijbehorende eigenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44a4f189-7414-402c-9c1d-c85743f34d0c,gegevens over recycling bijhouden,released,skill/competence,cross-sector,gegevens over hergebruik bijhouden | gegevens over recyclage bijhouden,Gegevens bijhouden en feiten en cijfers bijhouden over het soort en de omvang van de verschillende recyclingactiviteiten.,http://data.europa.eu/esco/skill/7837ef5c-2c81-4a89-8227-b4d4f1f7331e | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,professionele gegevens bijhouden | onderhouden van operationele gegevens
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450aeb6d-5f23-4e08-b088-3bbefbfb9f2d,aquatische ecologie,released,knowledge,cross-sector,,"Aquatische ecologie is de studie van in het water levende organismen, hun onderlinge relaties, waar zij wonen en wat zij doen.",http://data.europa.eu/esco/isced-f/0521,milieuwetenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4562497f-836c-415a-b5ce-4ec3b5766d09,alternatieve ingrediënten voor rubbersamenstellingen voorstellen,released,skill/competence,occupation-specific,,"Potentieel toxische ingrediënten in rubbersamenstellingen opsporen en alternatieve ingrediënten of samenstellingen met een soortgelijke functionaliteit voorstellen.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,ontwikkelen van oplossingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/458d8ab9-a385-4e78-9638-1c3f9ce3c586,chemische stoffen verwijderen,released,skill/competence,sector-specific,,"Veilig verwijderen van chemische stoffen en behandelingen overeenkomstig de procedures voor het beheer van afvalstoffen van de site.
	",http://data.europa.eu/esco/skill/18f36e41-209a-4691-8381-e830eddbaae1 | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/2416dc09-6384-409e-8b1d-80bb7a2e7369,chemische reagentia beheren | verwerken en verwijderen van gevaarlijke stoffen | chemicaliën hanteren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b2a257-1c28-4c84-bc71-a4871e398c54,locaties voor windparken onderzoeken,released,skill/competence,sector-specific,plaatsen voor windparken onderzoeken | plaatsen voor windmolenparken onderzoeken | locaties voor windmolenparken onderzoeken | locaties voor windturbineparken onderzoeken | plaatsen voor windturbineparken onderzoeken,"Het verrichten van onderzoek ter plaatse en het gebruik van een windatlas om verschillende locaties te evalueren die geschikt zijn voor de bouw van groepen windturbines, en vervolgonderzoek verrichten naar de locatie om bij te dragen aan de ontwikkeling van bouwplannen.",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,beoordelen van grond en onroerend goed
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b79278-465a-4eed-8809-369318bab119,terreinsaneringsstrategieën ontwikkelen,released,skill/competence,sector-specific,strategieën voor de sanering van terreinen ontwikkelen,Het uitvoeren van veldonderzoek en het verstrekken van advies over gebieden met vervuilde grond of grondwater op bedrijfsterreinen en in mijnbouwgebieden. Methoden bedenken om uitgegraven grond op te slaan. Strategieën ontwikkelen voor het herstel van uitgeputte mijnen tot een natuurlijke staat.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,operationele beleidslijnen en procedures ontwikkelen | strategieën voor milieuherstel ontwikkelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/461ff70c-d675-4cae-aa10-24efbbc3a1ce,toezien op gewasproductie,released,skill/competence,sector-specific,,"Toezicht houden op en analyseren van de totale gewasproductie om te zorgen voor een effectief productieproces, rekening houdend met de milieuvoorschriften.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,begeleiden van operationele werkzaamheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46454506-fb7c-4ad7-84e0-d4a6a5589ea1,energieneutraal ontwerp van gebouwen,released,knowledge,sector-specific,,Uitgangspunt voor bouwen en ontwikkelen waarbij de netto hoeveelheid energie die het gebouw gebruikt gelijk is aan de hoeveelheid hernieuwbare energie die door het gebouw zelf wordt opgewekt. Het concept heeft betrekking op bouwwerken die zichzelf in stand houden.,http://data.europa.eu/esco/isced-f/0731,architectuur en stadsplanning
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4669d245-31b4-4695-ba92-2eea6e965255,verwijderingsprocessen van gasverontreiniging,released,knowledge,sector-specific,processen voor het verwijderen van gasverontreiniging,"De processen die plaatsvinden om vervuilende stoffen als kwik, stikstof en helium uit aardgas te verwijderen; technieken als actieve koolstof en moleculaire zeven en hergebruik van het verwijderde materiaal als dat commercieel levensvatbaar is.",http://data.europa.eu/esco/isced-f/0711,chemische technologie en processen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/467cfa0a-f6d8-4f07-a770-11d2ea3546cd,uitstoot van looien verminderen,released,skill/competence,sector-specific,,"De formulering van de afwerking aanpassen aan elk type bestemming voor de ledermarkt en zo de uitstoot van vluchtige organische stoffen (VOS) verminderen.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,duurzaamheid promoten,released,skill/competence,cross-sector,,"Het concept van duurzaamheid onder het publiek, collega’s en andere professionals bevorderen door middel van toespraken, rondleidingen, presentaties en workshops.",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promoten van producten, diensten en programma's"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,milieuvriendelijk beleid volgen bij voedselverwerking,released,skill/competence,sector-specific,,"Zorgen voor een milieuvriendelijk beleid wanneer ze met natuurlijke hulpbronnen zoals vlees, fruit en groenten werken. Dit betekent dat de middelen op de meest efficiënte en natuurvriendelijke manier worden ingezet en dat de druk op het ecosysteem tot een minimum wordt beperkt.",http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,de milieueffecten van persoonlijk gedrag evalueren | manieren vinden om de negatieve gevolgen van consumptie te verminderen | naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49298916-2090-4b08-ac57-5cfedaa5af36,milieueffecten van schoeiselproductie verminderen,released,skill/competence,sector-specific,milieugevolgen van schoeiselproductie verminderen,De milieueffecten van de fabricage van schoeisel beoordelen en de risico’s voor het milieu tot een minimum beperken. Het terugdringen van praktijken die schadelijk zijn voor het milieu in de verschillende stadia van de productie van schoeisel.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,manieren vinden om de negatieve gevolgen van consumptie te verminderen | gevolgen voor het milieu beoordelen | adviseren over milieukwesties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4aba6668-6118-4953-804b-869cef94422a,niet-gevaarlijk afval verwijderen,released,skill/competence,cross-sector,niet-gevaarlijk afval vernietigen,Afvoeren van afvalstoffen die geen risico voor de gezondheid en de veiligheid vormen op een wijze die in overeenstemming is met de procedures voor recycling en afvalbeheer.,http://data.europa.eu/esco/skill/5e433def-210d-4dfa-bf07-dbf6d04e0eaa | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,afval verwijderen | verwijderen van niet-gevaarlijke afval en puin
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b5f0aeb-875b-4afb-befc-2465b45602d8,recycleprocedures controleren,released,skill/competence,sector-specific,recyclageprocedures controleren,"De implementatie van de procedures voor het beheer en de recycling van afvalstoffen in een organisatie controleren en de toepasselijke wetgeving, om de naleving te waarborgen.",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,controleren van operationele activiteiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,manieren vinden om de negatieve gevolgen van consumptie te verminderen,released,skill/competence,transversal,,"Beginselen, beleidsmaatregelen en regelgeving toepassen; gericht op ecologische duurzaamheid, waaronder de vermindering van afval en energie- en waterverbruik, het hergebruik en de recycling van producten, en betrokkenheid bij de gedeelde economie.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,ecologische vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c4235a9-a1fb-403f-a173-37d9297c218c,dierlijke mest recyclen,released,skill/competence,sector-specific,,"Toepassen van technieken voor het beheer van dierlijke mest op het juiste moment om dierlijke mest te recyclen als organische voedingsstoffen voor de bodem en om de impact op het milieu te verminderen.
   ",http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,verwijderen van niet-gevaarlijke afval en puin
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c5fed97-939f-4050-adc0-7adaf15065e5,ontwikkeling van waterhuishouding plannen,released,skill/competence,occupation-specific,,Toezicht houden op de neerslag en het gebruik van water om de ontwikkeling van de watervoorraden te organiseren.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,controleren van omgevingsomstandigheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ca83b9d-afa0-49f8-b7af-e4e6a42ad299,beginselen van gewasproductie,released,knowledge,sector-specific,principes van gewasproductie,"Beginselen voor de teelt van gewassen, de natuurlijke cyclus, het opkweken van de natuur, de groeiomstandigheden en de beginselen van biologische en duurzame productie. Kwaliteitscriteria en -eisen voor zaden, planten en gewassen.",http://data.europa.eu/esco/isced-f/0811,landbouw en veeteelt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d032f82-6279-48e6-9892-116440a071e3,advies geven over verontreinigingspreventie,released,skill/competence,cross-sector,raad geven over verontreinigingspreventie,Het adviseren van personen en organisaties over de ontwikkeling en uitvoering van acties ter ondersteuning van de preventie van verontreiniging en de daarmee samenhangende risico’s.,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,adviseren over milieukwesties | anderen adviseren
